ST|ZIPCODE|GEO_ID|GEO_TTL|FOOTID_GEO|NAICS2012|NAICS2012_TTL|FOOTID_NAICS|YEAR|ESTAB|ESTAB_F|EMP|EMP_F|EMP_N|EMP_N_F|PAYQTR1|PAYQTR1_F|PAYQTR1_N|PAYQTR1_N_F|PAYANN|PAYANN_F|PAYANN_N|PAYANN_N_F
01|36072|8610000US36072|36072(EUFAULA,AL)||00|Total for all sectors||2012|11||62||0|G|267||0|G|1152||0|G
01|36075|8610000US36075|36075(SHORTER,AL)||00|Total for all sectors||2012|21||411||0|G|3792||0|G|16023||0|G
01|36078|8610000US36078|36078(TALLASSEE,AL)||00|Total for all sectors||2012|224||4651||0|H|44928||0|G|177513||0|G
01|36079|8610000US36079|36079(TROY,AL)||00|Total for all sectors||2012|106||2311||0|G|25825||0|G|109423||0|G
01|36080|8610000US36080|36080(TITUS,AL)||00|Total for all sectors||2012|23||137||0|G|932||0|G|4124||0|G
01|36081|8610000US36081|36081(TROY,AL)||00|Total for all sectors||2012|415||6575||0|G|46320||0|G|200088||0|G
01|36082|8610000US36082|36082(TROY,AL)||00|Total for all sectors||2012|13||0|e|0|D|0|D|0|D|0|D|0|D
01|36083|8610000US36083|36083(TUSKEGEE,AL)||00|Total for all sectors||2012|132||2348||0|G|26224||0|G|114421||0|G
01|36087|8610000US36087|36087(TUSKEGEE INSTITUTE,AL)||00|Total for all sectors||2012|4||0|a|0|D|0|D|0|D|0|D|0|D
01|36088|8610000US36088|36088(TUSKEGEE INSTITUTE,AL)||00|Total for all sectors||2012|19||0|g|0|D|0|D|0|D|0|D|0|D
01|36089|8610000US36089|36089(UNION SPRINGS,AL)||00|Total for all sectors||2012|103||1980||0|G|14067||0|G|58560||0|G
01|36091|8610000US36091|36091(VERBENA,AL)||00|Total for all sectors||2012|21||104||0|G|816||0|H|3094||0|G
01|36092|8610000US36092|36092(WETUMPKA,AL)||00|Total for all sectors||2012|349||4644||0|G|32445||0|G|131410||0|G
01|36093|8610000US36093|36093(WETUMPKA,AL)||00|Total for all sectors||2012|96||478||0|G|3763||0|G|15157||0|G
01|36101|8610000US36101|36101(MONTGOMERY,AL)||00|Total for all sectors||2012|35||622||0|G|4409||0|H|23470||0|H
01|36102|8610000US36102|36102(MONTGOMERY,AL)||00|Total for all sectors||2012|11||0|c|0|S|784||0|H|3563||0|H
01|36103|8610000US36103|36103(MONTGOMERY,AL)||00|Total for all sectors||2012|15||149||0|G|1225||0|G|5092||0|G
01|36104|8610000US36104|36104(MONTGOMERY,AL)||00|Total for all sectors||2012|748||12200||0|G|134555||0|G|564629||0|G
01|36105|8610000US36105|36105(MONTGOMERY,AL)||00|Total for all sectors||2012|200||7711||0|H|97045||0|H|411262||0|H
01|36106|8610000US36106|36106(MONTGOMERY,AL)||00|Total for all sectors||2012|634||9754||0|G|92162||0|G|392670||0|G
01|36107|8610000US36107|36107(MONTGOMERY,AL)||00|Total for all sectors||2012|221||3147||0|H|20580||0|G|81028||0|G
01|36108|8610000US36108|36108(MONTGOMERY,AL)||00|Total for all sectors||2012|372||7417||0|G|72931||0|G|299255||0|G
01|36109|8610000US36109|36109(MONTGOMERY,AL)||00|Total for all sectors||2012|453||12081||0|G|128337||0|G|522102||0|G
01|36110|8610000US36110|36110(MONTGOMERY,AL)||00|Total for all sectors||2012|174||2453||0|G|19624||0|G|84828||0|G
01|36111|8610000US36111|36111(MONTGOMERY,AL)||00|Total for all sectors||2012|166||1943||0|G|16813||0|G|77424||0|G
01|36112|8610000US36112|36112(MONTGOMERY,AL)||00|Total for all sectors||2012|29||737||0|H|9679||0|H|37181||0|H
01|36113|8610000US36113|36113(MONTGOMERY,AL)||00|Total for all sectors||2012|4||0|b|0|D|0|D|0|D|0|D|0|D
01|36114|8610000US36114|36114(MONTGOMERY,AL)||00|Total for all sectors||2012|24||532||0|G|7368||0|G|29200||0|G
01|36115|8610000US36115|36115(MONTGOMERY,AL)||00|Total for all sectors||2012|5||0|b|0|D|0|D|0|D|0|D|0|D
01|36116|8610000US36116|36116(MONTGOMERY,AL)||00|Total for all sectors||2012|645||12034||0|G|105843||0|G|433487||0|G
01|36117|8610000US36117|36117(MONTGOMERY,AL)||00|Total for all sectors||2012|1575||24353||0|G|194166||0|G|801964||0|G
01|36118|8610000US36118|36118(MONTGOMERY,AL)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
01|36120|8610000US36120|36120(MONTGOMERY,AL)||00|Total for all sectors||2012|3||0|b|0|D|0|D|0|D|0|D|0|D
01|36121|8610000US36121|36121(MONTGOMERY,AL)||00|Total for all sectors||2012|12||664||0|G|5196||0|G|23349||0|G
01|36123|8610000US36123|36123(MONTGOMERY,AL)||00|Total for all sectors||2012|16||182||0|G|1897||0|G|9236||0|G
01|36124|8610000US36124|36124(MONTGOMERY,AL)||00|Total for all sectors||2012|20||1071||0|G|15145||0|G|54470||0|G
01|36125|8610000US36125|36125(MONTGOMERY,AL)||00|Total for all sectors||2012|4||0|f|0|D|0|D|0|D|0|D|0|D
01|36130|8610000US36130|36130(MONTGOMERY,AL)||00|Total for all sectors||2012|3||22||0|G|135||0|G|565||0|G
01|36131|8610000US36131|36131(MONTGOMERY,AL)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
01|36201|8610000US36201|36201(ANNISTON,AL)||00|Total for all sectors||2012|569||8015||0|G|71995||0|G|280247||0|G
01|36202|8610000US36202|36202(ANNISTON,AL)||00|Total for all sectors||2012|94||1262||0|H|11879||0|H|49252||0|H
01|36203|8610000US36203|36203(OXFORD,AL)||00|Total for all sectors||2012|555||8657||0|G|50743||0|G|208587||0|G
01|36204|8610000US36204|36204(ANNISTON,AL)||00|Total for all sectors||2012|3||0|a|0|D|0|D|0|D|0|D|0|D
01|36205|8610000US36205|36205(ANNISTON,AL)||00|Total for all sectors||2012|24||779||0|G|9642||0|G|37728||0|G
01|36206|8610000US36206|36206(ANNISTON,AL)||00|Total for all sectors||2012|151||3386||0|H|22300||0|H|98201||0|H
01|36207|8610000US36207|36207(ANNISTON,AL)||00|Total for all sectors||2012|363||6468||0|G|61010||0|G|262420||0|G
01|36250|8610000US36250|36250(ALEXANDRIA,AL)||00|Total for all sectors||2012|83||692||0|G|4142||0|H|17601||0|G
01|36251|8610000US36251|36251(ASHLAND,AL)||00|Total for all sectors||2012|88||1539||0|G|9935||0|G|39015||0|G
01|36253|8610000US36253|36253(BYNUM,AL)||00|Total for all sectors||2012|7||0|b|0|D|0|D|0|D|0|D|0|D
01|36254|8610000US36254|36254(CHOCCOLOCCO,AL)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
01|36255|8610000US36255|36255(CRAGFORD,AL)||00|Total for all sectors||2012|7||0|f|0|D|0|D|0|D|0|D|0|D
01|36256|8610000US36256|36256(DAVISTON,AL)||00|Total for all sectors||2012|15||64||0|G|313||0|G|1316||0|G
01|36257|8610000US36257|36257(DE ARMANVILLE,AL)||00|Total for all sectors||2012|3||11||0|G|33||0|G|304||0|G
01|36258|8610000US36258|36258(DELTA,AL)||00|Total for all sectors||2012|15||0|b|0|S|491||0|H|1631||0|H
01|36260|8610000US36260|36260(EASTABOGA,AL)||00|Total for all sectors||2012|44||1190||0|G|10061||0|G|40573||0|G
01|36262|8610000US36262|36262(FRUITHURST,AL)||00|Total for all sectors||2012|11||116||0|H|543||0|H|2213||0|H
01|36263|8610000US36263|36263(GRAHAM,AL)||00|Total for all sectors||2012|3||6||0|G|27||0|H|102||0|H
01|36264|8610000US36264|36264(HEFLIN,AL)||00|Total for all sectors||2012|104||1352||0|G|11369||0|G|49652||0|G
01|36265|8610000US36265|36265(JACKSONVILLE,AL)||00|Total for all sectors||2012|233||3344||0|H|21188||0|H|85186||0|H
01|36266|8610000US36266|36266(LINEVILLE,AL)||00|Total for all sectors||2012|83||747||0|H|4246||0|G|16961||0|G
01|36267|8610000US36267|36267(MILLERVILLE,AL)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
01|36268|8610000US36268|36268(MUNFORD,AL)||00|Total for all sectors||2012|53||548||0|G|3621||0|G|16351||0|G
01|36269|8610000US36269|36269(MUSCADINE,AL)||00|Total for all sectors||2012|3||0|a|0|S|0|S|0|S|44||0|H
01|36271|8610000US36271|36271(OHATCHEE,AL)||00|Total for all sectors||2012|49||292||0|H|1950||0|H|8494||0|H
01|36272|8610000US36272|36272(PIEDMONT,AL)||00|Total for all sectors||2012|135||1289||0|G|7826||0|G|32961||0|G
01|36273|8610000US36273|36273(RANBURNE,AL)||00|Total for all sectors||2012|34||169||0|G|1080||0|G|4276||0|G
01|36274|8610000US36274|36274(ROANOKE,AL)||00|Total for all sectors||2012|181||2373||0|G|14981||0|G|59024||0|G
01|36276|8610000US36276|36276(WADLEY,AL)||00|Total for all sectors||2012|30||219||0|H|1939||0|H|7841||0|H
01|36277|8610000US36277|36277(WEAVER,AL)||00|Total for all sectors||2012|16||62||0|G|263||0|G|1108||0|G
01|36278|8610000US36278|36278(WEDOWEE,AL)||00|Total for all sectors||2012|85||732||0|H|4985||0|H|20101||0|H
01|36279|8610000US36279|36279(WELLINGTON,AL)||00|Total for all sectors||2012|15||77||0|G|676||0|G|3367||0|G
01|36280|8610000US36280|36280(WOODLAND,AL)||00|Total for all sectors||2012|38||132||0|G|762||0|G|3222||0|G
01|36301|8610000US36301|36301(DOTHAN,AL)||00|Total for all sectors||2012|953||13747||0|G|112984||0|G|489173||0|G
01|36302|8610000US36302|36302(DOTHAN,AL)||00|Total for all sectors||2012|54||547||0|G|4883||0|G|20476||0|G
01|36303|8610000US36303|36303(DOTHAN,AL)||00|Total for all sectors||2012|1192||19544||0|G|145287||0|G|608349||0|G
01|36304|8610000US36304|36304(DOTHAN,AL)||00|Total for all sectors||2012|17||91||0|G|701||0|G|2869||0|G
01|36305|8610000US36305|36305(DOTHAN,AL)||00|Total for all sectors||2012|326||5915||0|G|55550||0|H|248207||0|H
01|36310|8610000US36310|36310(ABBEVILLE,AL)||00|Total for all sectors||2012|145||1611||0|G|11669||0|G|50828||0|G
01|36311|8610000US36311|36311(ARITON,AL)||00|Total for all sectors||2012|31||284||0|G|2738||0|G|11802||0|G
01|36312|8610000US36312|36312(ASHFORD,AL)||00|Total for all sectors||2012|74||940||0|H|8788||0|H|36134||0|H
01|36313|8610000US36313|36313(BELLWOOD,AL)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
01|36314|8610000US36314|36314(BLACK,AL)||00|Total for all sectors||2012|4||0|a|0|D|0|D|0|D|0|D|0|D
01|36316|8610000US36316|36316(CHANCELLOR,AL)||00|Total for all sectors||2012|30||80||0|G|458||0|G|1977||0|G
01|36318|8610000US36318|36318(COFFEE SPRINGS,AL)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
01|36319|8610000US36319|36319(COLUMBIA,AL)||00|Total for all sectors||2012|25||0|g|0|D|0|D|0|D|0|D|0|D
01|36320|8610000US36320|36320(COTTONWOOD,AL)||00|Total for all sectors||2012|26||0|e|0|D|0|D|0|D|0|D|0|D
01|36321|8610000US36321|36321(COWARTS,AL)||00|Total for all sectors||2012|15||415||0|G|4144||0|G|16254||0|G
01|36322|8610000US36322|36322(LEVEL PLAINS,AL)||00|Total for all sectors||2012|158||1496||0|H|10503||0|G|43481||0|G
01|36323|8610000US36323|36323(ELBA,AL)||00|Total for all sectors||2012|136||1438||0|G|9847||0|H|40700||0|H
01|36330|8610000US36330|36330(ENTERPRISE,AL)||00|Total for all sectors||2012|746||8475||0|G|58822||0|G|250928||0|G
01|36331|8610000US36331|36331(ENTERPRISE,AL)||00|Total for all sectors||2012|21||789||0|H|4454||0|H|20974||0|H
01|36340|8610000US36340|36340(GENEVA,AL)||00|Total for all sectors||2012|158||2176||0|G|17108||0|G|67630||0|G
01|36343|8610000US36343|36343(GORDON,AL)||00|Total for all sectors||2012|6||0|b|0|D|0|D|0|D|0|D|0|D
01|36344|8610000US36344|36344(HARTFORD,AL)||00|Total for all sectors||2012|73||589||0|G|4194||0|G|17632||0|G
01|36345|8610000US36345|36345(HEADLAND,AL)||00|Total for all sectors||2012|135||1071||0|G|7727||0|G|30885||0|G
01|36346|8610000US36346|36346(JACK,AL)||00|Total for all sectors||2012|9||0|g|0|D|0|D|0|D|0|D|0|D
01|36349|8610000US36349|36349(MALVERN,AL)||00|Total for all sectors||2012|6||0|b|0|D|0|D|0|D|0|D|0|D
01|36350|8610000US36350|36350(MIDLAND CITY,AL)||00|Total for all sectors||2012|66||815||0|H|6335||0|G|27394||0|G
01|36351|8610000US36351|36351(NEW BROCKTON,AL)||00|Total for all sectors||2012|32||298||0|H|1831||0|H|7269||0|H
01|36352|8610000US36352|36352(NEWTON,AL)||00|Total for all sectors||2012|74||328||0|G|2415||0|G|12355||0|G
01|36353|8610000US36353|36353(NEWVILLE,AL)||00|Total for all sectors||2012|14||63||0|G|476||0|G|2061||0|G
01|36360|8610000US36360|36360(OZARK,AL)||00|Total for all sectors||2012|359||3814||0|G|26126||0|G|106361||0|G
01|36361|8610000US36361|36361(OZARK,AL)||00|Total for all sectors||2012|25||142||0|G|738||0|G|3211||0|G
01|36362|8610000US36362|36362(FORT RUCKER,AL)||00|Total for all sectors||2012|65||5264||0|G|79900||0|G|342633||0|G
01|36370|8610000US36370|36370(PANSEY,AL)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
01|36371|8610000US36371|36371(PINCKARD,AL)||00|Total for all sectors||2012|8||76||0|G|759||0|G|2595||0|G
01|36373|8610000US36373|36373(SHORTERVILLE,AL)||00|Total for all sectors||2012|6||0|b|0|D|0|D|0|D|0|D|0|D
01|36374|8610000US36374|36374(SKIPPERVILLE,AL)||00|Total for all sectors||2012|3||15||0|G|60||0|G|262||0|G
01|36375|8610000US36375|36375(SLOCOMB,AL)||00|Total for all sectors||2012|68||345||0|G|2016||0|G|10691||0|G
01|36376|8610000US36376|36376(WEBB,AL)||00|Total for all sectors||2012|22||352||0|G|2588||0|G|11301||0|G
01|36401|8610000US36401|36401(EVERGREEN,AL)||00|Total for all sectors||2012|157||1938||0|G|13446||0|G|58931||0|G
01|36420|8610000US36420|36420(ANDALUSIA,AL)||00|Total for all sectors||2012|445||6545||0|G|48646||0|G|206690||0|G
01|36421|8610000US36421|36421(ANDALUSIA,AL)||00|Total for all sectors||2012|98||1004||0|G|6660||0|G|31012||0|G
01|36425|8610000US36425|36425(BEATRICE,AL)||00|Total for all sectors||2012|17||199||0|H|2225||0|G|9037||0|H
01|36426|8610000US36426|36426(BREWTON,AL)||00|Total for all sectors||2012|313||4357||0|G|40689||0|H|155356||0|H
01|36427|8610000US36427|36427(BREWTON,AL)||00|Total for all sectors||2012|30||260||0|G|1558||0|G|6650||0|G
01|36429|8610000US36429|36429(BROOKLYN,AL)||00|Total for all sectors||2012|1||0|b|0|D|0|D|0|D|0|D|0|D
01|36432|8610000US36432|36432(CASTLEBERRY,AL)||00|Total for all sectors||2012|18||121||0|G|1310||0|G|5111||0|G
01|36435|8610000US36435|36435(COY,AL)||00|Total for all sectors||2012|3||0|a|0|S|30||0|G|104||0|G
01|36436|8610000US36436|36436(DICKINSON,AL)||00|Total for all sectors||2012|3||11||0|G|69||0|G|325||0|G
01|36439|8610000US36439|36439(EXCEL,AL)||00|Total for all sectors||2012|9||64||0|G|279||0|G|1314||0|G
01|36441|8610000US36441|36441(FLOMATON,AL)||00|Total for all sectors||2012|79||580||0|G|3575||0|G|14921||0|G
01|36442|8610000US36442|36442(FLORALA,AL)||00|Total for all sectors||2012|57||531||0|G|3112||0|G|12199||0|G
01|36444|8610000US36444|36444(FRANKLIN,AL)||00|Total for all sectors||2012|4||28||0|G|186||0|G|833||0|G
01|36445|8610000US36445|36445(FRISCO CITY,AL)||00|Total for all sectors||2012|35||360||0|G|2534||0|G|12330||0|G
01|36446|8610000US36446|36446(FULTON,AL)||00|Total for all sectors||2012|13||447||0|H|5101||0|H|22628||0|H
01|36451|8610000US36451|36451(GROVE HILL,AL)||00|Total for all sectors||2012|122||981||0|G|7071||0|G|28035||0|G
01|36453|8610000US36453|36453(KINSTON,AL)||00|Total for all sectors||2012|25||221||0|G|1897||0|G|6789||0|G
01|36454|8610000US36454|36454(LENOX,AL)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
01|36456|8610000US36456|36456(MC KENZIE,AL)||00|Total for all sectors||2012|18||97||0|G|836||0|G|3668||0|G
01|36457|8610000US36457|36457(MEGARGEL,AL)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
01|36458|8610000US36458|36458(MEXIA,AL)||00|Total for all sectors||2012|3||0|a|0|S|65||0|G|291||0|G
01|36460|8610000US36460|36460(MONROEVILLE,AL)||00|Total for all sectors||2012|262||3584||0|G|27286||0|G|110093||0|G
01|36461|8610000US36461|36461(MONROEVILLE,AL)||00|Total for all sectors||2012|19||244||0|G|1300||0|H|5238||0|H
01|36467|8610000US36467|36467(OPP,AL)||00|Total for all sectors||2012|215||2498||0|H|17042||0|H|68552||0|H
01|36470|8610000US36470|36470(PERDUE HILL,AL)||00|Total for all sectors||2012|9||0|f|0|D|0|D|0|D|0|D|0|D
01|36471|8610000US36471|36471(PETERMAN,AL)||00|Total for all sectors||2012|5||0|b|0|D|0|D|0|D|0|D|0|D
01|36473|8610000US36473|36473(RANGE,AL)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
01|36474|8610000US36474|36474(RED LEVEL,AL)||00|Total for all sectors||2012|22||176||0|G|1105||0|G|4944||0|G
01|36475|8610000US36475|36475(REPTON,AL)||00|Total for all sectors||2012|14||34||0|H|165||0|G|575||0|G
01|36476|8610000US36476|36476(RIVER FALLS,AL)||00|Total for all sectors||2012|3||0|a|0|D|0|D|0|D|0|D|0|D
01|36477|8610000US36477|36477(SAMSON,AL)||00|Total for all sectors||2012|73||443||0|G|2863||0|G|12809||0|G
01|36480|8610000US36480|36480(URIAH,AL)||00|Total for all sectors||2012|10||0|b|0|S|212||0|G|886||0|G
01|36481|8610000US36481|36481(VREDENBURGH,AL)||00|Total for all sectors||2012|3||0|a|0|D|0|D|0|D|0|D|0|D
01|36482|8610000US36482|36482(WHATLEY,AL)||00|Total for all sectors||2012|10||45||0|G|363||0|G|1588||0|G
01|36483|8610000US36483|36483(WING,AL)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
01|36502|8610000US36502|36502(ATMORE,AL)||00|Total for all sectors||2012|297||3272||0|G|26201||0|G|106254||0|G
01|36503|8610000US36503|36503(ATMORE,AL)||00|Total for all sectors||2012|7||0|b|0|D|0|D|0|D|0|D|0|D
01|36504|8610000US36504|36504(ATMORE,AL)||00|Total for all sectors||2012|19||1303||0|H|10741||0|H|39804||0|H
01|36505|8610000US36505|36505(AXIS,AL)||00|Total for all sectors||2012|39||1611||0|G|31835||0|G|121580||0|G
01|36507|8610000US36507|36507(BAY MINETTE,AL)||00|Total for all sectors||2012|332||4177||0|G|33168||0|G|140602||0|G
01|36509|8610000US36509|36509(BAYOU LA BATRE,AL)||00|Total for all sectors||2012|93||1230||0|G|8558||0|G|38511||0|G
01|36511|8610000US36511|36511(BON SECOUR,AL)||00|Total for all sectors||2012|16||268||0|G|1849||0|G|7970||0|G
01|36512|8610000US36512|36512(BUCKS,AL)||00|Total for all sectors||2012|6||0|e|0|D|0|D|0|D|0|D|0|D
01|36513|8610000US36513|36513(CALVERT,AL)||00|Total for all sectors||2012|26||3442||0|G|52927||0|G|219668||0|G
01|36515|8610000US36515|36515(CARLTON,AL)||00|Total for all sectors||2012|1||0|b|0|D|0|D|0|D|0|D|0|D
01|36518|8610000US36518|36518(CHATOM,AL)||00|Total for all sectors||2012|68||584||0|G|4406||0|G|18606||0|G
01|36521|8610000US36521|36521(CHUNCHULA,AL)||00|Total for all sectors||2012|29||0|g|0|D|0|D|0|D|0|D|0|D
01|36522|8610000US36522|36522(CITRONELLE,AL)||00|Total for all sectors||2012|108||1283||0|G|8331||0|G|30798||0|G
01|36523|8610000US36523|36523(CODEN,AL)||00|Total for all sectors||2012|42||985||0|G|7148||0|G|32244||0|G
01|36524|8610000US36524|36524(COFFEEVILLE,AL)||00|Total for all sectors||2012|8||114||0|G|341||0|G|1207||0|G
01|36525|8610000US36525|36525(CREOLA,AL)||00|Total for all sectors||2012|45||818||0|H|5752||0|H|23434||0|H
01|36526|8610000US36526|36526(DAPHNE,AL)||00|Total for all sectors||2012|784||8433||0|G|66170||0|G|286715||0|G
01|36527|8610000US36527|36527(SPANISH FORT,AL)||00|Total for all sectors||2012|340||4747||0|G|27080||0|G|115578||0|G
01|36528|8610000US36528|36528(DAUPHIN ISLAND,AL)||00|Total for all sectors||2012|48||296||0|G|2064||0|G|8639||0|G
01|36529|8610000US36529|36529(DEER PARK,AL)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
01|36530|8610000US36530|36530(ELBERTA,AL)||00|Total for all sectors||2012|87||489||0|G|3501||0|G|14983||0|G
01|36532|8610000US36532|36532(FAIRHOPE,AL)||00|Total for all sectors||2012|774||6678||0|G|53116||0|G|233456||0|G
01|36533|8610000US36533|36533(FAIRHOPE,AL)||00|Total for all sectors||2012|25||168||0|G|1668||0|G|7739||0|G
01|36535|8610000US36535|36535(FOLEY,AL)||00|Total for all sectors||2012|730||9901||0|G|71207||0|G|282984||0|G
01|36536|8610000US36536|36536(FOLEY,AL)||00|Total for all sectors||2012|39||758||0|G|6239||0|G|26655||0|G
01|36538|8610000US36538|36538(FRANKVILLE,AL)||00|Total for all sectors||2012|3||0|a|0|D|0|D|0|D|0|D|0|D
01|36539|8610000US36539|36539(FRUITDALE,AL)||00|Total for all sectors||2012|5||0|a|0|S|83||0|H|415||0|G
01|36540|8610000US36540|36540(GAINESTOWN,AL)||00|Total for all sectors||2012|4||0|b|0|D|0|D|0|D|0|D|0|D
01|36541|8610000US36541|36541(GRAND BAY,AL)||00|Total for all sectors||2012|130||1333||0|G|11000||0|G|43573||0|G
01|36542|8610000US36542|36542(GULF SHORES,AL)||00|Total for all sectors||2012|452||5136||0|G|27444||0|G|125416||0|G
01|36543|8610000US36543|36543(HUXFORD,AL)||00|Total for all sectors||2012|2||0|b|0|D|0|D|0|D|0|D|0|D
01|36544|8610000US36544|36544(IRVINGTON,AL)||00|Total for all sectors||2012|101||1182||0|G|10890||0|G|45918||0|G
01|36545|8610000US36545|36545(JACKSON,AL)||00|Total for all sectors||2012|229||2671||0|G|24605||0|G|97802||0|G
01|36547|8610000US36547|36547(GULF SHORES,AL)||00|Total for all sectors||2012|44||594||0|G|3281||0|G|14999||0|G
01|36548|8610000US36548|36548(LEROY,AL)||00|Total for all sectors||2012|20||246||0|G|3595||0|G|14295||0|G
01|36549|8610000US36549|36549(LILLIAN,AL)||00|Total for all sectors||2012|46||209||0|G|1107||0|G|4728||0|G
01|36550|8610000US36550|36550(LITTLE RIVER,AL)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
01|36551|8610000US36551|36551(LOXLEY,AL)||00|Total for all sectors||2012|151||1874||0|G|15613||0|G|67836||0|G
01|36553|8610000US36553|36553(MC INTOSH,AL)||00|Total for all sectors||2012|45||0|g|0|D|0|D|0|D|0|D|0|D
01|36555|8610000US36555|36555(MAGNOLIA SPRINGS,AL)||00|Total for all sectors||2012|26||129||0|G|0|S|0|S|3840||0|H
01|36556|8610000US36556|36556(MALCOLM,AL)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
01|36558|8610000US36558|36558(MILLRY,AL)||00|Total for all sectors||2012|36||241||0|H|1772||0|G|7637||0|G
01|36559|8610000US36559|36559(MONTROSE,AL)||00|Total for all sectors||2012|15||275||0|G|1711||0|G|7351||0|G
01|36560|8610000US36560|36560(MOUNT VERNON,AL)||00|Total for all sectors||2012|36||559||0|G|6944||0|G|23108||0|G
01|36561|8610000US36561|36561(ORANGE BEACH,AL)||00|Total for all sectors||2012|367||4269||0|G|25827||0|G|115371||0|G
01|36562|8610000US36562|36562(PERDIDO,AL)||00|Total for all sectors||2012|7||36||0|G|171||0|G|659||0|G
01|36564|8610000US36564|36564(POINT CLEAR,AL)||00|Total for all sectors||2012|16||0|f|0|D|0|D|0|D|0|D|0|D
01|36567|8610000US36567|36567(ROBERTSDALE,AL)||00|Total for all sectors||2012|277||2460||0|G|16091||0|G|70248||0|G
01|36568|8610000US36568|36568(SAINT ELMO,AL)||00|Total for all sectors||2012|10||47||0|G|315||0|G|1400||0|G
01|36569|8610000US36569|36569(SAINT STEPHENS,AL)||00|Total for all sectors||2012|4||0|a|0|D|0|D|0|D|0|D|0|D
01|36571|8610000US36571|36571(SARALAND,AL)||00|Total for all sectors||2012|359||5367||0|G|39921||0|G|161330||0|G
01|36572|8610000US36572|36572(SATSUMA,AL)||00|Total for all sectors||2012|67||767||0|G|5255||0|G|24888||0|G
01|36574|8610000US36574|36574(SEMINOLE,AL)||00|Total for all sectors||2012|15||153||0|G|1122||0|G|4816||0|G
01|36575|8610000US36575|36575(SEMMES,AL)||00|Total for all sectors||2012|219||2024||0|G|13695||0|G|56425||0|G
01|36576|8610000US36576|36576(SILVERHILL,AL)||00|Total for all sectors||2012|46||163||0|G|1036||0|G|4285||0|G
01|36577|8610000US36577|36577(SPANISH FORT,AL)||00|Total for all sectors||2012|16||171||0|G|1225||0|G|5469||0|G
01|36578|8610000US36578|36578(STAPLETON,AL)||00|Total for all sectors||2012|23||157||0|H|1330||0|G|5172||0|G
01|36579|8610000US36579|36579(STOCKTON,AL)||00|Total for all sectors||2012|10||69||0|G|505||0|G|2333||0|G
01|36580|8610000US36580|36580(SUMMERDALE,AL)||00|Total for all sectors||2012|97||690||0|G|6052||0|G|24629||0|G
01|36581|8610000US36581|36581(SUNFLOWER,AL)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
01|36582|8610000US36582|36582(THEODORE,AL)||00|Total for all sectors||2012|480||8023||0|G|79271||0|G|326549||0|G
01|36583|8610000US36583|36583(TIBBIE,AL)||00|Total for all sectors||2012|7||27||0|G|135||0|G|487||0|G
01|36584|8610000US36584|36584(VINEGAR BEND,AL)||00|Total for all sectors||2012|3||0|a|0|D|0|D|0|D|0|D|0|D
01|36585|8610000US36585|36585(WAGARVILLE,AL)||00|Total for all sectors||2012|9||0|b|0|S|208||0|H|1154||0|H
01|36587|8610000US36587|36587(WILMER,AL)||00|Total for all sectors||2012|65||367||0|G|2450||0|H|10690||0|H
01|36590|8610000US36590|36590(THEODORE,AL)||00|Total for all sectors||2012|21||757||0|G|15751||0|G|58930||0|G
01|36601|8610000US36601|36601(MOBILE,AL)||00|Total for all sectors||2012|30||246||0|G|2024||0|G|8738||0|G
01|36602|8610000US36602|36602(MOBILE,AL)||00|Total for all sectors||2012|511||12558||0|H|135773||0|H|537862||0|G
01|36603|8610000US36603|36603(MOBILE,AL)||00|Total for all sectors||2012|173||2355||0|G|23813||0|G|100013||0|G
01|36604|8610000US36604|36604(MOBILE,AL)||00|Total for all sectors||2012|243||3811||0|G|32303||0|G|135506||0|G
01|36605|8610000US36605|36605(MOBILE,AL)||00|Total for all sectors||2012|217||2763||0|G|30872||0|H|107935||0|H
01|36606|8610000US36606|36606(MOBILE,AL)||00|Total for all sectors||2012|903||15974||0|G|126989||0|G|540735||0|G
01|36607|8610000US36607|36607(MOBILE,AL)||00|Total for all sectors||2012|364||8791||0|G|84339||0|G|375501||0|G
01|36608|8610000US36608|36608(MOBILE,AL)||00|Total for all sectors||2012|1070||18272||0|G|153897||0|G|663517||0|G
